close_timestamp,instrument,strategy,direction,entry_price,risk_reference_price,exit_price,risk_distance,r_multiple,risked_gbp,pnl_gbp,equity_before,equity_after,risk_fraction_applied
2026-09-26T00:38:13.329087+00:00,NAS100_USD,Pivot S/R,long,30419.345703,30115.152246,30608.134766,304.193457,0.621,3442.7,2136.61,1000000.0,1002136.61,1.0
