instrument,date,noncomm_net_pct_oi
AUDUSD,2023-09-19,-0.0508794055028951
AUDUSD,2023-09-26,-0.0428162845357321
AUDUSD,2023-10-03,-0.0668055943248212
AUDUSD,2023-10-10,-0.0987256289018739
AUDUSD,2023-10-17,-0.0770796351839383
AUDUSD,2023-10-24,-0.0954352583399258
AUDUSD,2023-10-31,-0.086160129224955
AUDUSD,2023-11-07,-0.0711235558141467
AUDUSD,2023-11-14,-0.0317163706708394
AUDUSD,2023-11-21,-0.0602905421214864
AUDUSD,2023-11-28,-0.0547010195226664
AUDUSD,2023-12-05,-0.0477580802683451
AUDUSD,2023-12-12,-0.0033265207464808
AUDUSD,2023-12-19,0.0090678224359191
AUDUSD,2023-12-26,-0.080354862998003
AUDUSD,2024-01-02,-0.036852798991102
AUDUSD,2024-01-09,0.0451095123900879
AUDUSD,2024-01-16,0.0520123346508241
AUDUSD,2024-01-23,0.0324631633528602
AUDUSD,2024-01-30,0.029613788353843
AUDUSD,2024-02-06,0.0541226706786214
AUDUSD,2024-02-13,0.0395167556457879
AUDUSD,2024-02-20,0.0514645816314622
AUDUSD,2024-02-27,0.0127956212925382
AUDUSD,2024-03-05,0.0170156620949973
AUDUSD,2024-03-12,-0.0450673202073801
AUDUSD,2024-03-19,-0.1393846669171332
AUDUSD,2024-03-26,-0.1420116721922349
AUDUSD,2024-04-02,-0.1067747472142431
AUDUSD,2024-04-09,-0.1460289655304444
AUDUSD,2024-04-16,-0.1046105253300073
AUDUSD,2024-04-23,-0.1185566579459875
AUDUSD,2024-04-30,-0.1478850974961371
AUDUSD,2024-05-07,-0.1580912863070539
AUDUSD,2024-05-14,-0.1494712534316494
AUDUSD,2024-05-21,-0.0992274005767793
AUDUSD,2024-05-28,-0.0666621918855006
AUDUSD,2024-06-04,-0.0569130513123385
AUDUSD,2024-06-11,-0.0810447564803849
AUDUSD,2024-06-18,-0.0616274077678239
AUDUSD,2024-06-25,-0.0188268690182304
AUDUSD,2024-07-02,0.0073256184308312
AUDUSD,2024-07-09,-0.0040663594306207
AUDUSD,2024-07-16,-0.0090377319866023
AUDUSD,2024-07-23,-0.0091179096429739
AUDUSD,2024-07-30,-0.0467277461477177
AUDUSD,2024-08-06,-0.085690999512028
AUDUSD,2024-08-13,-0.1209147202838054
AUDUSD,2024-08-20,-0.1445719470538001
AUDUSD,2024-08-27,-0.0983548938247498
AUDUSD,2024-09-03,-0.0808240219539379
AUDUSD,2024-09-10,-0.0373978862064318
AUDUSD,2024-09-17,-0.1008639588882864
AUDUSD,2024-09-24,-0.007775926366738
AUDUSD,2024-10-01,0.0831260694814755
AUDUSD,2024-10-08,0.1097537261917493
AUDUSD,2024-10-15,0.0621556322398067
AUDUSD,2024-10-22,0.0849264509227066
AUDUSD,2024-10-29,0.1036053419720943
AUDUSD,2024-11-05,0.0684718401947964
AUDUSD,2024-11-12,-0.0018326739585757
AUDUSD,2024-11-19,0.0160329796134031
AUDUSD,2024-11-26,0.0079392884284736
AUDUSD,2024-12-03,-0.0335879146583126
AUDUSD,2024-12-10,-0.0183536519039769
AUDUSD,2024-12-17,-0.128106520870376
AUDUSD,2024-12-24,-0.1552626990421229
AUDUSD,2024-12-31,-0.1817117984163786
AUDUSD,2025-01-07,-0.1708501041645597
AUDUSD,2025-01-14,-0.2033069471930007
AUDUSD,2025-01-21,-0.1927280756633423
AUDUSD,2025-01-28,-0.2306169959012765
AUDUSD,2025-02-04,-0.1881641439163563
AUDUSD,2025-02-11,-0.2164853918846634
AUDUSD,2025-02-18,-0.1758010607003152
AUDUSD,2025-02-25,-0.1642836786380672
AUDUSD,2025-03-04,-0.1402715155829773
AUDUSD,2025-03-11,-0.0919462931614219
AUDUSD,2025-03-18,-0.1657195396187121
AUDUSD,2025-03-25,-0.1734717108952895
AUDUSD,2025-04-01,-0.1812098530361227
AUDUSD,2025-04-08,-0.1513862893107632
AUDUSD,2025-04-15,-0.1360246605537435
AUDUSD,2025-04-22,-0.1186857304583905
AUDUSD,2025-04-29,-0.0950953442566178
AUDUSD,2025-05-06,-0.0865905155224875
AUDUSD,2025-05-13,-0.0353097639366064
AUDUSD,2025-05-20,-0.0375815982862251
AUDUSD,2025-05-27,-0.0889944894362269
AUDUSD,2025-06-03,-0.0945482366297292
AUDUSD,2025-06-10,-0.0994729614040094
AUDUSD,2025-06-17,-0.1037492117094208
AUDUSD,2025-06-24,-0.1476706923036178
AUDUSD,2025-07-01,-0.160488443087658
AUDUSD,2025-07-08,-0.1137623052350218
AUDUSD,2025-07-15,-0.1170067846392047
AUDUSD,2025-07-22,-0.0754984695837515
AUDUSD,2025-07-29,-0.0713051102204408
AUDUSD,2025-08-05,-0.0638438071995119
AUDUSD,2025-08-12,-0.0566161103132625
AUDUSD,2025-08-19,-0.0259223995567533
AUDUSD,2025-08-26,-0.0234457943485332
AUDUSD,2025-09-02,-0.0559476460161687
AUDUSD,2025-09-09,-0.0228456644176614
AUDUSD,2025-09-16,-0.0199043865882808
AUDUSD,2025-09-23,-0.0344784711601825
AUDUSD,2025-09-30,-0.0693313330475782
AUDUSD,2025-10-07,-0.0177633502953734
AUDUSD,2025-10-14,0.0318996247102975
AUDUSD,2025-10-21,0.0019899009650444
AUDUSD,2025-10-28,-0.0716921515717613
AUDUSD,2025-11-04,-0.0414157001344019
AUDUSD,2025-11-10,-0.0865395866649579
AUDUSD,2025-11-18,-0.0692925767114045
AUDUSD,2025-11-25,-0.0911261275288304
AUDUSD,2025-12-02,-0.087222447105749
AUDUSD,2025-12-09,0.0625728944050805
AUDUSD,2025-12-16,0.134368745660254
AUDUSD,2025-12-23,0.1910178069008072
AUDUSD,2025-12-30,0.1504486068166788
AUDUSD,2026-01-06,0.1520616994188614
AUDUSD,2026-01-13,0.1316897357227529
AUDUSD,2026-01-20,0.1194761052125016
AUDUSD,2026-01-27,0.1774453988216857
AUDUSD,2026-02-03,0.2336729074889867
AUDUSD,2026-02-10,0.2625630071927312
AUDUSD,2026-02-17,0.2742249612626994
AUDUSD,2026-02-24,0.2599669477315769
AUDUSD,2026-03-03,0.2044111044597426
AUDUSD,2026-03-10,0.1474146718244496
AUDUSD,2026-03-17,0.1707311564881904
AUDUSD,2026-03-24,0.1907106878701095
AUDUSD,2026-03-31,0.1991536660579932
AUDUSD,2026-04-07,0.1734351502694043
AUDUSD,2026-04-14,0.1653619684902128
AUDUSD,2026-04-21,0.1754624838879509
AUDUSD,2026-04-28,0.1725312759130403
AUDUSD,2026-05-05,0.2024812901564043
AUDUSD,2026-05-12,0.1930930287231541
AUDUSD,2026-05-19,0.2030676903365431
AUDUSD,2026-05-26,0.1989220678859452
AUDUSD,2026-06-02,0.1925400552079137
AUDUSD,2026-06-09,0.1346120180662492
AUDUSD,2026-06-16,0.1405471248033294
AUDUSD,2026-06-23,0.1824641122655109
AUDUSD,2026-06-30,0.1472268424783517
AUDUSD,2026-07-07,0.1449103433461728
AUDUSD,2026-07-14,0.1305880829139822
AUDUSD,2026-07-21,0.1100940249519215
AUDUSD,2026-07-28,0.1201911360233958
AUDUSD,2026-08-04,0.1689814622300213
AUDUSD,2026-08-11,0.1816504629109878
AUDUSD,2026-08-18,0.1806007084283565
AUDUSD,2026-08-25,0.161904847472043
AUDUSD,2026-09-01,0.1267929268429679
AUDUSD,2026-09-08,0.1092919809953718
AUDUSD,2026-09-15,0.1239706290898546
AUDUSD,2026-09-22,0.19160945942418625
GBPUSD,2022-11-22,0.0309063184551788
GBPUSD,2022-11-29,0.0179128969309916
GBPUSD,2022-12-06,0.0137900491075111
GBPUSD,2022-12-13,-0.0080453168181666
GBPUSD,2022-12-20,0.0525015178466815
GBPUSD,2022-12-27,0.0369985673352435
GBPUSD,2023-01-03,0.0311342491323242
GBPUSD,2023-01-10,0.0189381046109524
GBPUSD,2023-01-17,0.0519865713323694
GBPUSD,2023-01-24,0.0267094732827967
GBPUSD,2023-01-31,0.0610158429068955
GBPUSD,2023-02-07,0.1408992735126644
GBPUSD,2023-02-14,0.1410265152253112
GBPUSD,2023-02-21,0.1322001667431686
GBPUSD,2023-02-28,0.112334012373623
GBPUSD,2023-03-07,0.1194250487513367
GBPUSD,2023-03-14,0.0713425071233911
GBPUSD,2023-03-21,0.0459548418205832
GBPUSD,2023-03-28,0.0316208697740508
GBPUSD,2023-04-04,0.0073390004005518
GBPUSD,2023-04-11,0.0024146441063153
GBPUSD,2023-04-18,0.0202773720027078
GBPUSD,2023-04-25,0.043005879153609
GBPUSD,2023-05-02,0.0201725373701436
GBPUSD,2023-05-09,-0.0347890970252621
GBPUSD,2023-05-16,-0.0093783504946088
GBPUSD,2023-05-23,0.0034762261482909
GBPUSD,2023-05-30,0.0459340577026312
GBPUSD,2023-06-06,0.0693425079610271
GBPUSD,2023-06-13,0.0005786120199758
GBPUSD,2023-06-20,0.1638551025363678
GBPUSD,2023-06-27,0.1426316476062095
GBPUSD,2023-07-03,0.1427918614068346
GBPUSD,2023-07-11,0.1049242028227914
GBPUSD,2023-07-18,0.0981728287290323
GBPUSD,2023-07-25,0.1397825903766748
GBPUSD,2023-08-01,0.1520963667804405
GBPUSD,2023-08-08,0.1747828019753181
GBPUSD,2023-08-15,0.1955837280579548
GBPUSD,2023-08-22,0.1851967096007958
GBPUSD,2023-08-29,0.1772841795849809
GBPUSD,2023-09-05,0.1892069351031925
GBPUSD,2023-09-12,0.1797860506425955
GBPUSD,2023-09-19,0.2602070982696463
GBPUSD,2023-09-26,0.2373608142448967
GBPUSD,2023-10-03,0.2056462486257752
GBPUSD,2023-10-10,0.1578895080126128
GBPUSD,2023-10-17,0.1544057951512704
GBPUSD,2023-10-24,0.1147051132003481
GBPUSD,2023-10-31,0.114060984995065
GBPUSD,2023-11-07,0.1046443849010482
GBPUSD,2023-11-14,0.0634856823359256
GBPUSD,2023-11-21,0.0303608314123178
GBPUSD,2023-11-28,0.0145004876433027
GBPUSD,2023-12-05,0.0676419658888944
GBPUSD,2023-12-12,0.0822769485835758
GBPUSD,2023-12-19,0.1867549073585096
GBPUSD,2023-12-26,0.1641162968630451
GBPUSD,2024-01-02,0.1758114417505765
GBPUSD,2024-01-09,0.1659493370252156
GBPUSD,2024-01-16,0.1551085348079084
GBPUSD,2024-01-23,0.1554502369668246
GBPUSD,2024-01-30,0.143084550197941
GBPUSD,2024-02-06,0.1591600333256376
GBPUSD,2024-02-13,0.1779173155171547
GBPUSD,2024-02-20,0.1496725630410237
GBPUSD,2024-02-27,0.1260506194623105
GBPUSD,2024-03-05,0.1415575981165943
GBPUSD,2024-03-12,0.0819871660989117
GBPUSD,2024-03-19,0.162179961296467
GBPUSD,2024-03-26,0.1589097479678399
GBPUSD,2024-04-02,0.2166614957842099
GBPUSD,2024-04-09,0.126231742756264
GBPUSD,2024-04-16,0.0827172870717461
GBPUSD,2024-04-23,0.0284242301942583
GBPUSD,2024-04-30,-0.0120707949577691
GBPUSD,2024-05-07,-0.0539176686184239
GBPUSD,2024-05-14,-0.0470072835756712
GBPUSD,2024-05-21,-0.011519091331214
GBPUSD,2024-05-28,0.0120037655954068
GBPUSD,2024-06-04,0.0483660130718954
GBPUSD,2024-06-11,0.0663334386014585
GBPUSD,2024-06-18,0.1879664066607815
GBPUSD,2024-06-25,0.1862328295545915
GBPUSD,2024-07-02,0.2537969604126813
GBPUSD,2024-07-09,0.2418959849049197
GBPUSD,2024-07-16,0.248236958481664
GBPUSD,2024-07-23,0.2875387652511227
GBPUSD,2024-07-30,0.2668774250243899
GBPUSD,2024-08-06,0.2565947456280519
GBPUSD,2024-08-13,0.2214001138303927
GBPUSD,2024-08-20,0.1891452699636533
GBPUSD,2024-08-27,0.1991247743558886
GBPUSD,2024-09-03,0.228903422884387
GBPUSD,2024-09-10,0.2079196286939662
GBPUSD,2024-09-17,0.2147698675886074
GBPUSD,2024-09-24,0.2451627516978552
GBPUSD,2024-10-01,0.2461603034448451
GBPUSD,2024-10-08,0.2573581130718852
GBPUSD,2024-10-15,0.2349710173895662
GBPUSD,2024-10-22,0.2426889149611089
GBPUSD,2024-10-29,0.2560362922337328
GBPUSD,2024-11-05,0.1923022692022541
GBPUSD,2024-11-12,0.228576137888813
GBPUSD,2024-11-19,0.2295695712009271
GBPUSD,2024-11-26,0.2340062410588048
GBPUSD,2024-12-03,0.2145344634995729
GBPUSD,2024-12-10,0.1330082604860052
GBPUSD,2024-12-17,0.29145269457878
GBPUSD,2024-12-24,0.2789286395119781
GBPUSD,2024-12-31,0.2599971410267949
GBPUSD,2025-01-07,0.2506383429570377
GBPUSD,2025-01-14,0.173652813878681
GBPUSD,2025-01-21,0.1553825321597833
GBPUSD,2025-01-28,0.0963538518815787
GBPUSD,2025-02-04,0.1118967572955962
GBPUSD,2025-02-11,0.1519280477375587
GBPUSD,2025-02-18,0.1711363524610316
GBPUSD,2025-02-25,0.1599656803080791
GBPUSD,2025-03-04,0.1682167528933281
GBPUSD,2025-03-11,0.1124258926091838
GBPUSD,2025-03-18,0.1767077156175867
GBPUSD,2025-03-25,0.212884128611175
GBPUSD,2025-04-01,0.257800812139346
GBPUSD,2025-04-08,0.2510202928042507
GBPUSD,2025-04-15,0.1924115566703953
GBPUSD,2025-04-22,0.1657820723455208
GBPUSD,2025-04-29,0.1432463912808353
GBPUSD,2025-05-06,0.1524918337379004
GBPUSD,2025-05-13,0.1662005224236763
GBPUSD,2025-05-20,0.1648321268033953
GBPUSD,2025-05-27,0.1908172816394896
GBPUSD,2025-06-03,0.1686593807389523
GBPUSD,2025-06-10,0.1941198466859867
GBPUSD,2025-06-17,0.2025013274886175
GBPUSD,2025-06-24,0.2317090795895451
GBPUSD,2025-07-01,0.1595535510814091
GBPUSD,2025-07-08,0.1913216431662638
GBPUSD,2025-07-15,0.2537605126151381
GBPUSD,2025-07-22,0.2635585546409368
GBPUSD,2025-07-29,0.2294652177468623
GBPUSD,2025-08-05,0.1937998778205513
GBPUSD,2025-08-12,0.1266602493497838
GBPUSD,2025-08-19,0.1021421000677793
GBPUSD,2025-08-26,0.1075641410420816
GBPUSD,2025-09-02,0.0957396538551561
GBPUSD,2025-09-09,0.0525119317143573
GBPUSD,2025-09-16,0.0921541288784851
GBPUSD,2025-09-23,0.1186365078956623
GBPUSD,2025-09-30,0.1418167524930882
GBPUSD,2025-10-07,0.1408281155322157
GBPUSD,2025-10-14,0.1645924553721791
GBPUSD,2025-10-21,0.1698488975689983
GBPUSD,2025-10-28,0.1627975398802182
GBPUSD,2025-11-04,0.0956861326531742
GBPUSD,2025-11-10,0.0460507974703974
GBPUSD,2025-11-18,0.0312342262682527
GBPUSD,2025-11-25,-0.0042116938678497
GBPUSD,2025-12-02,0.0162292172613487
GBPUSD,2025-12-09,0.0194581910621079
GBPUSD,2025-12-16,0.0515829820126156
GBPUSD,2025-12-23,0.0950628873680172
GBPUSD,2025-12-30,0.1310745243695249
GBPUSD,2026-01-06,0.1403055536706185
GBPUSD,2026-01-13,0.1832421692716977
GBPUSD,2026-01-20,0.1964144654451573
GBPUSD,2026-01-27,0.1654778823749549
GBPUSD,2026-02-03,0.1553877343256336
GBPUSD,2026-02-10,0.1910543383690579
GBPUSD,2026-02-17,0.1773786346793945
GBPUSD,2026-02-24,0.163287798252071
GBPUSD,2026-03-03,0.1279440555291884
GBPUSD,2026-03-10,0.0512034152591373
GBPUSD,2026-03-17,0.0483416449633165
GBPUSD,2026-03-24,0.0657953127747402
GBPUSD,2026-03-31,0.122943715831283
GBPUSD,2026-04-07,0.1086567482012031
GBPUSD,2026-04-14,0.0893050673257269
GBPUSD,2026-04-21,0.110567199068013
GBPUSD,2026-04-28,0.1095529804464505
GBPUSD,2026-05-05,0.0943315600974857
GBPUSD,2026-05-12,0.1315103845326695
GBPUSD,2026-05-19,0.1098173619887483
GBPUSD,2026-05-26,0.1022069381171006
GBPUSD,2026-06-02,0.1008788590690658
GBPUSD,2026-06-09,0.0765759118100291
GBPUSD,2026-06-16,0.0520730556887246
GBPUSD,2026-06-23,0.025458741832814
GBPUSD,2026-06-30,0.0551511207813951
GBPUSD,2026-07-07,0.0635369952185575
GBPUSD,2026-07-14,0.1076397400745984
GBPUSD,2026-07-21,0.1267190532291702
GBPUSD,2026-07-28,0.1536761571425366
GBPUSD,2026-08-04,0.1548157370719896
GBPUSD,2026-08-11,0.1585902740137338
GBPUSD,2026-08-18,0.1497253562686165
GBPUSD,2026-08-25,0.1504358365675672
GBPUSD,2026-09-01,0.1357619330672629
GBPUSD,2026-09-08,0.108682142319088
GBPUSD,2026-09-15,0.0600649712211216
GBPUSD,2026-09-22,0.05405328161682148
NZDUSD,2022-11-22,-0.0788466505435675
NZDUSD,2022-11-29,-0.152858380251191
NZDUSD,2022-12-06,-0.2093867858639475
NZDUSD,2022-12-13,-0.2038195825948565
NZDUSD,2022-12-20,-0.17387412202176
NZDUSD,2022-12-27,-0.1122138769670958
NZDUSD,2023-01-03,-0.020857824203137
NZDUSD,2023-01-10,0.1292897047086991
NZDUSD,2023-01-17,-0.0065233224611292
NZDUSD,2023-01-24,-0.0864873127483949
NZDUSD,2023-01-31,0.0348685922456414
NZDUSD,2023-02-07,0.1088188475007959
NZDUSD,2023-02-14,0.0756521739130434
NZDUSD,2023-02-21,0.0694258565310492
NZDUSD,2023-02-28,0.2128180772884067
NZDUSD,2023-03-07,0.1686655595875105
NZDUSD,2023-03-14,-0.0144173686888675
NZDUSD,2023-03-21,-0.1466484353149569
NZDUSD,2023-03-28,-0.027766486351271
NZDUSD,2023-04-04,0.0297394678492239
NZDUSD,2023-04-11,-0.0075685639278333
NZDUSD,2023-04-18,0.0459897534230158
NZDUSD,2023-04-25,0.0864136819386389
NZDUSD,2023-05-02,0.1160370084811102
NZDUSD,2023-05-09,0.078902436091672
NZDUSD,2023-05-16,0.1165888302429049
NZDUSD,2023-05-23,0.1105585604060393
NZDUSD,2023-05-30,0.1093983344723719
NZDUSD,2023-06-06,0.0998679947197887
NZDUSD,2023-06-13,0.1366139022711631
NZDUSD,2023-06-20,0.0219746304126415
NZDUSD,2023-06-27,0.0042197776613701
NZDUSD,2023-07-03,0.0939894882109404
NZDUSD,2023-07-11,0.053423755973331
NZDUSD,2023-07-18,-0.0222577534135323
NZDUSD,2023-07-25,0.1054046713742531
NZDUSD,2023-08-01,0.2179767809149095
NZDUSD,2023-08-08,0.2509881422924901
NZDUSD,2023-08-15,0.2368269169107116
NZDUSD,2023-08-22,0.1850102870579014
NZDUSD,2023-08-29,0.1052510729992758
NZDUSD,2023-09-05,0.0770075448974531
NZDUSD,2023-09-12,0.0557292515595596
NZDUSD,2023-09-19,-0.0483570396288126
NZDUSD,2023-09-26,-0.0178497547136355
NZDUSD,2023-10-03,0.0455145244879616
NZDUSD,2023-10-10,0.0796431052766299
NZDUSD,2023-10-17,0.1002863212339521
NZDUSD,2023-10-24,0.0503467672903237
NZDUSD,2023-10-31,0.0820792010541646
NZDUSD,2023-11-07,-0.0092547204956765
NZDUSD,2023-11-14,-0.023844828277161
NZDUSD,2023-11-21,-0.0540956021355713
NZDUSD,2023-11-28,-0.0886319471434123
NZDUSD,2023-12-05,-0.1553570123510926
NZDUSD,2023-12-12,-0.1251972285106675
NZDUSD,2023-12-19,0.0731308688933792
NZDUSD,2023-12-26,0.0167282518403941
NZDUSD,2024-01-02,0.0432487568532449
NZDUSD,2024-01-09,0.0840187861646643
NZDUSD,2024-01-16,0.0233192949617844
NZDUSD,2024-01-23,0.0919662599295716
NZDUSD,2024-01-30,0.1059249844506341
NZDUSD,2024-02-06,0.0891998473476656
NZDUSD,2024-02-13,0.1442130681138977
NZDUSD,2024-02-20,0.1954578754578754
NZDUSD,2024-02-27,0.0583125270825165
NZDUSD,2024-03-05,0.1309179418630169
NZDUSD,2024-03-12,0.0618846161142835
NZDUSD,2024-03-19,0.0274944832110693
NZDUSD,2024-03-26,0.1113336827916729
NZDUSD,2024-04-02,0.1604354305708546
NZDUSD,2024-04-09,0.1442232492001422
NZDUSD,2024-04-16,0.0821070047886472
NZDUSD,2024-04-23,0.1190029025098173
NZDUSD,2024-04-30,0.1542908639540222
NZDUSD,2024-05-07,0.155798789007918
NZDUSD,2024-05-14,0.1251797268152408
NZDUSD,2024-05-21,0.107015578861623
NZDUSD,2024-05-28,0.0406084311169056
NZDUSD,2024-06-04,0.0854487015595894
NZDUSD,2024-06-11,0.1012996883788097
NZDUSD,2024-06-18,0.1679615305633513
NZDUSD,2024-06-25,0.2076700553764774
NZDUSD,2024-07-02,0.2494919268374646
NZDUSD,2024-07-09,0.2129114647219935
NZDUSD,2024-07-16,0.2063229045330008
NZDUSD,2024-07-23,0.2850493009797292
NZDUSD,2024-07-30,0.1846887569933047
NZDUSD,2024-08-06,0.0594138196139787
NZDUSD,2024-08-13,0.0302420565799747
NZDUSD,2024-08-20,0.0259252610477814
NZDUSD,2024-08-27,0.0180930146832954
NZDUSD,2024-09-03,0.068369883270931
NZDUSD,2024-09-10,0.0252197112366603
NZDUSD,2024-09-17,0.084034806596215
NZDUSD,2024-09-24,0.1635803028928992
NZDUSD,2024-10-01,0.1427334792408454
NZDUSD,2024-10-08,0.1517962024650665
NZDUSD,2024-10-15,0.0999927132291325
NZDUSD,2024-10-22,0.1682402661631148
NZDUSD,2024-10-29,0.2098759048603929
NZDUSD,2024-11-05,0.1348494983277592
NZDUSD,2024-11-12,0.0783449607574436
NZDUSD,2024-11-19,0.0294456799275183
NZDUSD,2024-11-26,-0.0149491778585081
NZDUSD,2024-12-03,-0.0274495138369483
NZDUSD,2024-12-10,-0.0667203555700538
NZDUSD,2024-12-17,-0.1582631669917776
NZDUSD,2024-12-24,-0.1499734591565909
NZDUSD,2024-12-31,-0.1336624113475177
NZDUSD,2025-01-07,-0.1470470111910732
NZDUSD,2025-01-14,-0.1532486719607182
NZDUSD,2025-01-21,-0.1516666666666666
NZDUSD,2025-01-28,-0.2135907299122295
NZDUSD,2025-02-04,-0.1955522750541679
NZDUSD,2025-02-11,-0.130581510135678
NZDUSD,2025-02-18,-0.155092540787324
NZDUSD,2025-02-25,-0.1631385487478134
NZDUSD,2025-03-04,-0.0896985910110325
NZDUSD,2025-03-11,-0.08424936451665
NZDUSD,2025-03-18,-0.0585146020368333
NZDUSD,2025-03-25,-0.1013370608970463
NZDUSD,2025-04-01,-0.122693986332017
NZDUSD,2025-04-08,-0.137819134920745
NZDUSD,2025-04-15,-0.1418248328385955
NZDUSD,2025-04-22,-0.1004801480323501
NZDUSD,2025-04-29,-0.1139437177962742
NZDUSD,2025-05-06,-0.0900361929630303
NZDUSD,2025-05-13,-0.0581332192175387
NZDUSD,2025-05-20,-0.1288489255765199
NZDUSD,2025-05-27,-0.1181026627518477
NZDUSD,2025-06-03,-0.121221935958778
NZDUSD,2025-06-10,-0.0907857532301216
NZDUSD,2025-06-17,-0.2563084063303577
NZDUSD,2025-06-24,-0.2709591333649954
NZDUSD,2025-07-01,-0.1991348131338203
NZDUSD,2025-07-08,-0.2010827892278737
NZDUSD,2025-07-15,-0.1607283300364641
NZDUSD,2025-07-22,-0.1661678004535147
NZDUSD,2025-07-29,-0.134157597613068
NZDUSD,2025-08-05,-0.1409440632148055
NZDUSD,2025-08-12,-0.0868573797678275
NZDUSD,2025-08-19,-0.0843036109064112
NZDUSD,2025-08-26,-0.0042377669793196
NZDUSD,2025-09-02,0.0051785227582447
NZDUSD,2025-09-09,-0.0261724532834278
NZDUSD,2025-09-16,-0.1083913238106865
NZDUSD,2025-09-23,-0.0505803428814822
NZDUSD,2025-09-30,0.0999985433569795
NZDUSD,2025-10-07,0.0769507222337411
NZDUSD,2025-10-14,0.0692530511822952
NZDUSD,2025-10-21,0.0727700577699462
NZDUSD,2025-10-28,0.0573089983986189
NZDUSD,2025-11-04,0.0244190110082124
NZDUSD,2025-11-10,0.0486863718981755
NZDUSD,2025-11-18,0.0204537110394002
NZDUSD,2025-11-25,0.0040865833177831
NZDUSD,2025-12-02,-0.0185705652703571
NZDUSD,2025-12-09,-0.0686346476510067
NZDUSD,2025-12-16,-0.1154711754861792
NZDUSD,2025-12-23,-0.1259022139996835
NZDUSD,2025-12-30,-0.1824780723863292
NZDUSD,2026-01-06,-0.1254198401059652
NZDUSD,2026-01-13,-0.1189165718041097
NZDUSD,2026-01-20,-0.0552443854480309
NZDUSD,2026-01-27,-0.136268000748083
NZDUSD,2026-02-03,-0.1486171883765286
NZDUSD,2026-02-10,-0.1501085625208774
NZDUSD,2026-02-17,-0.1707440688181469
NZDUSD,2026-02-24,-0.1435184537711704
NZDUSD,2026-03-03,-0.129558782814427
NZDUSD,2026-03-10,-0.0494686219794573
NZDUSD,2026-03-17,-0.2483771300168528
NZDUSD,2026-03-24,-0.2573410653581701
NZDUSD,2026-03-31,-0.251366428924511
NZDUSD,2026-04-07,-0.2056476764736459
NZDUSD,2026-04-14,-0.211713553086328
NZDUSD,2026-04-21,-0.2189121054928006
NZDUSD,2026-04-28,-0.2015228244082893
NZDUSD,2026-05-05,-0.2260838996953363
NZDUSD,2026-05-12,-0.2253934382502
NZDUSD,2026-05-19,-0.1657139769841698
NZDUSD,2026-05-26,-0.149539457851095
NZDUSD,2026-06-02,-0.2028935659504712
NZDUSD,2026-06-09,-0.149170493012032
NZDUSD,2026-06-16,-0.1641402371810521
NZDUSD,2026-06-23,-0.2209357483760419
NZDUSD,2026-06-30,-0.2291740308707434
NZDUSD,2026-07-07,-0.2395825075967763
NZDUSD,2026-07-14,-0.2453845503003638
NZDUSD,2026-07-21,-0.2857169117647058
NZDUSD,2026-07-28,-0.2856232402404687
NZDUSD,2026-08-04,-0.2972288731012286
NZDUSD,2026-08-11,-0.3455287071458075
NZDUSD,2026-08-18,-0.300674122014963
NZDUSD,2026-08-25,-0.359628613821321
